Current state,Previous residence,Persons
MADHYA PRADESH,Sri Lanka,58
MADHYA PRADESH,Turkey,4
MADHYA PRADESH,United Arab Emirates,134
MADHYA PRADESH,Kazakstan,0
MADHYA PRADESH,Vietnam,2
MADHYA PRADESH,Countries in Europe,2670
MADHYA PRADESH,France,9
MADHYA PRADESH,Germany,6
MADHYA PRADESH,Portugal,0
MADHYA PRADESH,UK,33
MADHYA PRADESH,Kenya,15
MADHYA PRADESH,Mauritius,5
MADHYA PRADESH,Nigeria,9
MADHYA PRADESH,Uganda,5
MADHYA PRADESH,Zambia,1
MADHYA PRADESH,Canada,8
MADHYA PRADESH,U.S.A.,231
MADHYA PRADESH,Australia,25
MADHYA PRADESH,Fiji,2
GUJARAT,Jammu & Kashmir,4883
GUJARAT,Himachal Pradesh,3761
GUJARAT,Punjab,27549
GUJARAT,Chandigarh,1603
GUJARAT,Uttarakhand,11938
GUJARAT,Haryana,32206
GUJARAT,NCT of Delhi,28596
GUJARAT,Rajasthan,747445
GUJARAT,Uttar Pradesh,929411
GUJARAT,Bihar,361010
GUJARAT,Sikkim,122
GUJARAT,Arunachal Pradesh,233
GUJARAT,Nagaland,313
GUJARAT,Manipur,531
GUJARAT,Mizoram,32
GUJARAT,Tripura,627
GUJARAT,Meghalaya,585
GUJARAT,Assam,13030
GUJARAT,West Bengal,89040
GUJARAT,Jharkhand,49576
GUJARAT,Odisha,176072
GUJARAT,Chhattisgarh,12397
GUJARAT,Madhya Pradesh,274773
GUJARAT,Gujarat,0
GUJARAT,Daman & Diu,14501
GUJARAT,Dadra & Nagar Haveli,10779
GUJARAT,Maharashtra,971975
GUJARAT,Andhra Pradesh,46784
GUJARAT,Karnataka,30437
GUJARAT,Goa,1951
GUJARAT,Lakshadweep,55
GUJARAT,Kerala,44356
GUJARAT,Tamil Nadu,28620
GUJARAT,Puducherry,552
GUJARAT,Andaman & Nicobar Islands,332
GUJARAT,Afganistan,25
GUJARAT,Bangladesh,460
GUJARAT,Bhutan,22
GUJARAT,China,15
GUJARAT,Indonesia,92
GUJARAT,Iran,39
GUJARAT,Iraq,27
GUJARAT,Japan,37
GUJARAT,Kuwait,298
GUJARAT,Malaysia,119
GUJARAT,Maldives,0
GUJARAT,Mayanmar,348
GUJARAT,Nepal,21308
GUJARAT,Pakistan,29054
GUJARAT,Saudi Arabia,466
GUJARAT,Singapore,180
GUJARAT,Sri Lanka,92
GUJARAT,Turkey,1
GUJARAT,United Arab Emirates,2145
GUJARAT,Kazakstan,5
GUJARAT,Vietnam,10
GUJARAT,Countries in Europe,3940
GUJARAT,France,55
GUJARAT,Germany,34
GUJARAT,Portugal,28
GUJARAT,UK,2138
GUJARAT,Kenya,870
GUJARAT,Mauritius,34
GUJARAT,Nigeria,53
GUJARAT,Uganda,324
GUJARAT,Zambia,96
GUJARAT,Canada,654
GUJARAT,U.S.A.,3988
GUJARAT,Australia,701
GUJARAT,Fiji,62
DAMAN & DIU,Jammu & Kashmir,57
DAMAN & DIU,Himachal Pradesh,96
DAMAN & DIU,Punjab,165
DAMAN & DIU,Chandigarh,37
DAMAN & DIU,Uttarakhand,405
DAMAN & DIU,Haryana,159
DAMAN & DIU,NCT of Delhi,438
DAMAN & DIU,Rajasthan,4584
DAMAN & DIU,Uttar Pradesh,27657
DAMAN & DIU,Bihar,28202
DAMAN & DIU,Sikkim,0
DAMAN & DIU,Arunachal Pradesh,5
DAMAN & DIU,Nagaland,5
DAMAN & DIU,Manipur,12
DAMAN & DIU,Mizoram,0
DAMAN & DIU,Tripura,32
DAMAN & DIU,Meghalaya,4
DAMAN & DIU,Assam,1622
DAMAN & DIU,West Bengal,4872
DAMAN & DIU,Jharkhand,3386
DAMAN & DIU,Odisha,4590
DAMAN & DIU,Chhattisgarh,336
DAMAN & DIU,Madhya Pradesh,7579
DAMAN & DIU,Gujarat,23072
DAMAN & DIU,Daman & Diu,0
DAMAN & DIU,Dadra & Nagar Haveli,159
DAMAN & DIU,Maharashtra,14738
DAMAN & DIU,Andhra Pradesh,386
DAMAN & DIU,Karnataka,569
DAMAN & DIU,Goa,127
DAMAN & DIU,Lakshadweep,53
DAMAN & DIU,Kerala,792
DAMAN & DIU,Tamil Nadu,341
DAMAN & DIU,Puducherry,6
DAMAN & DIU,Andaman & Nicobar Islands,36
DAMAN & DIU,Afganistan,0
DAMAN & DIU,Bangladesh,5
DAMAN & DIU,Bhutan,0
DAMAN & DIU,China,0
DAMAN & DIU,Indonesia,0
DAMAN & DIU,Iran,0
DAMAN & DIU,Iraq,0
DAMAN & DIU,Japan,0
DAMAN & DIU,Kuwait,3
DAMAN & DIU,Malaysia,0
DAMAN & DIU,Maldives,0
DAMAN & DIU,Mayanmar,0
DAMAN & DIU,Nepal,1431
DAMAN & DIU,Pakistan,3
DAMAN & DIU,Saudi Arabia,2
DAMAN & DIU,Singapore,0
DAMAN & DIU,Sri Lanka,0
DAMAN & DIU,Turkey,0
DAMAN & DIU,United Arab Emirates,8
DAMAN & DIU,Kazakstan,0
DAMAN & DIU,Vietnam,0
DAMAN & DIU,Countries in Europe,128
DAMAN & DIU,France,0
DAMAN & DIU,Germany,0
DAMAN & DIU,Portugal,11
DAMAN & DIU,UK,106
DAMAN & DIU,Kenya,3
DAMAN & DIU,Mauritius,0
DAMAN & DIU,Nigeria,0
DAMAN & DIU,Uganda,0
DAMAN & DIU,Zambia,1
DAMAN & DIU,Canada,0
DAMAN & DIU,U.S.A.,0
DAMAN & DIU,Australia,1
DAMAN & DIU,Fiji,0
DADRA & NAGAR HAVELI,Jammu & Kashmir,45
DADRA & NAGAR HAVELI,Himachal Pradesh,104
DADRA & NAGAR HAVELI,Punjab,291
DADRA & NAGAR HAVELI,Chandigarh,29
DADRA & NAGAR HAVELI,Uttarakhand,707
DADRA & NAGAR HAVELI,Haryana,304
DADRA & NAGAR HAVELI,NCT of Delhi,612
DADRA & NAGAR HAVELI,Rajasthan,6830
DADRA & NAGAR HAVELI,Uttar Pradesh,28719
DADRA & NAGAR HAVELI,Bihar,20848
DADRA & NAGAR HAVELI,Sikkim,0
DADRA & NAGAR HAVELI,Arunachal Pradesh,10
DADRA & NAGAR HAVELI,Nagaland,4
DADRA & NAGAR HAVELI,Manipur,30
DADRA & NAGAR HAVELI,Mizoram,1
DADRA & NAGAR HAVELI,Tripura,4
DADRA & NAGAR HAVELI,Meghalaya,0
DADRA & NAGAR HAVELI,Assam,1484
DADRA & NAGAR HAVELI,West Bengal,2962
DADRA & NAGAR HAVELI,Jharkhand,2205
DADRA & NAGAR HAVELI,Odisha,4339
DADRA & NAGAR HAVELI,Chhattisgarh,343
DADRA & NAGAR HAVELI,Madhya Pradesh,4707
DADRA & NAGAR HAVELI,Gujarat,30177
DADRA & NAGAR HAVELI,Daman & Diu,1080
DADRA & NAGAR HAVELI,Dadra & Nagar Haveli,0
DADRA & NAGAR HAVELI,Maharashtra,25860
DADRA & NAGAR HAVELI,Andhra Pradesh,748
DADRA & NAGAR HAVELI,Karnataka,1000
DADRA & NAGAR HAVELI,Goa,117
DADRA & NAGAR HAVELI,Lakshadweep,68
DADRA & NAGAR HAVELI,Kerala,1400
DADRA & NAGAR HAVELI,Tamil Nadu,559
DADRA & NAGAR HAVELI,Puducherry,9
DADRA & NAGAR HAVELI,Andaman & Nicobar Islands,6
DADRA & NAGAR HAVELI,Afganistan,0
DADRA & NAGAR HAVELI,Bangladesh,1
DADRA & NAGAR HAVELI,Bhutan,6
DADRA & NAGAR HAVELI,China,0
DADRA & NAGAR HAVELI,Indonesia,0
DADRA & NAGAR HAVELI,Iran,0
DADRA & NAGAR HAVELI,Iraq,0
DADRA & NAGAR HAVELI,Japan,0
DADRA & NAGAR HAVELI,Kuwait,0
DADRA & NAGAR HAVELI,Malaysia,1
DADRA & NAGAR HAVELI,Maldives,0
DADRA & NAGAR HAVELI,Mayanmar,0
DADRA & NAGAR HAVELI,Nepal,1333
DADRA & NAGAR HAVELI,Pakistan,5
DADRA & NAGAR HAVELI,Saudi Arabia,1
DADRA & NAGAR HAVELI,Singapore,2
DADRA & NAGAR HAVELI,Sri Lanka,1
DADRA & NAGAR HAVELI,Turkey,0
DADRA & NAGAR HAVELI,United Arab Emirates,4
DADRA & NAGAR HAVELI,Kazakstan,0
DADRA & NAGAR HAVELI,Vietnam,0
DADRA & NAGAR HAVELI,Countries in Europe,18
DADRA & NAGAR HAVELI,France,0
DADRA & NAGAR HAVELI,Germany,0
DADRA & NAGAR HAVELI,Portugal,0
DADRA & NAGAR HAVELI,UK,7
DADRA & NAGAR HAVELI,Kenya,2
DADRA & NAGAR HAVELI,Mauritius,0
DADRA & NAGAR HAVELI,Nigeria,1
DADRA & NAGAR HAVELI,Uganda,0
DADRA & NAGAR HAVELI,Zambia,0
DADRA & NAGAR HAVELI,Canada,0
DADRA & NAGAR HAVELI,U.S.A.,1
DADRA & NAGAR HAVELI,Australia,1
DADRA & NAGAR HAVELI,Fiji,0
MAHARASHTRA,Jammu & Kashmir,25774
MAHARASHTRA,Himachal Pradesh,15721
MAHARASHTRA,Punjab,73951
MAHARASHTRA,Chandigarh,3576
MAHARASHTRA,Uttarakhand,42968
MAHARASHTRA,Haryana,48673
MAHARASHTRA,NCT of Delhi,86131
MAHARASHTRA,Rajasthan,570233
MAHARASHTRA,Uttar Pradesh,2754706
MAHARASHTRA,Bihar,568667
MAHARASHTRA,Sikkim,551
MAHARASHTRA,Arunachal Pradesh,790
MAHARASHTRA,Nagaland,1401
MAHARASHTRA,Manipur,2824
MAHARASHTRA,Mizoram,480
MAHARASHTRA,Tripura,1577
MAHARASHTRA,Meghalaya,1842
MAHARASHTRA,Assam,30614
MAHARASHTRA,West Bengal,309766
MAHARASHTRA,Jharkhand,100285
MAHARASHTRA,Odisha,114411
MAHARASHTRA,Chhattisgarh,168379
MAHARASHTRA,Madhya Pradesh,824624
MAHARASHTRA,Gujarat,983653
MAHARASHTRA,Daman & Diu,2067
MAHARASHTRA,Dadra & Nagar Haveli,3066
MAHARASHTRA,Maharashtra,0
MAHARASHTRA,Andhra Pradesh,437034
MAHARASHTRA,Karnataka,1399591
MAHARASHTRA,Goa,68358
MAHARASHTRA,Lakshadweep,1138
MAHARASHTRA,Kerala,214889
MAHARASHTRA,Tamil Nadu,226029
MAHARASHTRA,Puducherry,1568
MAHARASHTRA,Andaman & Nicobar Islands,2043
MAHARASHTRA,Afganistan,228
MAHARASHTRA,Bangladesh,13805
MAHARASHTRA,Bhutan,74
MAHARASHTRA,China,585
MAHARASHTRA,Indonesia,293
MAHARASHTRA,Iran,726
MAHARASHTRA,Iraq,167
MAHARASHTRA,Japan,190
MAHARASHTRA,Kuwait,2127
MAHARASHTRA,Malaysia,298
MAHARASHTRA,Maldives,20
MAHARASHTRA,Mayanmar,593
MAHARASHTRA,Nepal,54216
MAHARASHTRA,Pakistan,56703
MAHARASHTRA,Saudi Arabia,1971
MAHARASHTRA,Singapore,637
MAHARASHTRA,Sri Lanka,381
MAHARASHTRA,Turkey,2
MAHARASHTRA,United Arab Emirates,5511
MAHARASHTRA,Kazakstan,15
MAHARASHTRA,Vietnam,24
MAHARASHTRA,Countries in Europe,10414
MAHARASHTRA,France,115
MAHARASHTRA,Germany,287
MAHARASHTRA,Portugal,6
MAHARASHTRA,UK,1515
MAHARASHTRA,Kenya,378
MAHARASHTRA,Mauritius,52
MAHARASHTRA,Nigeria,190
MAHARASHTRA,Uganda,89
MAHARASHTRA,Zambia,14
MAHARASHTRA,Canada,400
MAHARASHTRA,U.S.A.,5978
MAHARASHTRA,Australia,315
MAHARASHTRA,Fiji,12
ANDHRA PRADESH,Jammu & Kashmir,6583
ANDHRA PRADESH,Himachal Pradesh,1757
ANDHRA PRADESH,Punjab,6861
ANDHRA PRADESH,Chandigarh,1110
ANDHRA PRADESH,Uttarakhand,2306
ANDHRA PRADESH,Haryana,6220
ANDHRA PRADESH,NCT of Delhi,16907
ANDHRA PRADESH,Rajasthan,72554
ANDHRA PRADESH,Uttar Pradesh,49889
ANDHRA PRADESH,Bihar,48120
ANDHRA PRADESH,Sikkim,189
ANDHRA PRADESH,Arunachal Pradesh,239
ANDHRA PRADESH,Nagaland,331
ANDHRA PRADESH,Manipur,1369
ANDHRA PRADESH,Mizoram,228
ANDHRA PRADESH,Tripura,349
ANDHRA PRADESH,Meghalaya,499
ANDHRA PRADESH,Assam,7155
ANDHRA PRADESH,West Bengal,50218
ANDHRA PRADESH,Jharkhand,13024
ANDHRA PRADESH,Odisha,185872
ANDHRA PRADESH,Chhattisgarh,28383
ANDHRA PRADESH,Madhya Pradesh,18444
ANDHRA PRADESH,Gujarat,23299
ANDHRA PRADESH,Daman & Diu,51
ANDHRA PRADESH,Dadra & Nagar Haveli,16
ANDHRA PRADESH,Maharashtra,263216
ANDHRA PRADESH,Andhra Pradesh,0
ANDHRA PRADESH,Karnataka,466951
ANDHRA PRADESH,Goa,2209
ANDHRA PRADESH,Lakshadweep,337
ANDHRA PRADESH,Kerala,40113
ANDHRA PRADESH,Tamil Nadu,266720
ANDHRA PRADESH,Puducherry,7322
ANDHRA PRADESH,Andaman & Nicobar Islands,3049
ANDHRA PRADESH,Afganistan,35
ANDHRA PRADESH,Bangladesh,3134
ANDHRA PRADESH,Bhutan,78
ANDHRA PRADESH,China,47
ANDHRA PRADESH,Indonesia,23
ANDHRA PRADESH,Iran,67
ANDHRA PRADESH,Iraq,15
ANDHRA PRADESH,Japan,42
ANDHRA PRADESH,Kuwait,732
ANDHRA PRADESH,Malaysia,277
ANDHRA PRADESH,Maldives,19
ANDHRA PRADESH,Mayanmar,2643
ANDHRA PRADESH,Nepal,6392
ANDHRA PRADESH,Pakistan,1861
ANDHRA PRADESH,Saudi Arabia,1419
ANDHRA PRADESH,Singapore,317
ANDHRA PRADESH,Sri Lanka,1897
ANDHRA PRADESH,Turkey,3
ANDHRA PRADESH,United Arab Emirates,1480
ANDHRA PRADESH,Kazakstan,0
ANDHRA PRADESH,Vietnam,2
ANDHRA PRADESH,Countries in Europe,2373
ANDHRA PRADESH,France,20
ANDHRA PRADESH,Germany,65
ANDHRA PRADESH,Portugal,0
ANDHRA PRADESH,UK,584
ANDHRA PRADESH,Kenya,28
ANDHRA PRADESH,Mauritius,0
ANDHRA PRADESH,Nigeria,43
ANDHRA PRADESH,Uganda,10
ANDHRA PRADESH,Zambia,2
ANDHRA PRADESH,Canada,130
ANDHRA PRADESH,U.S.A.,5341
ANDHRA PRADESH,Australia,187
ANDHRA PRADESH,Fiji,0
KARNATAKA,Jammu & Kashmir,9326
KARNATAKA,Himachal Pradesh,6763
KARNATAKA,Punjab,11819
KARNATAKA,Chandigarh,2124
KARNATAKA,Uttarakhand,5177
KARNATAKA,Haryana,12511
KARNATAKA,NCT of Delhi,35162
KARNATAKA,Rajasthan,150359
KARNATAKA,Uttar Pradesh,92495
KARNATAKA,Bihar,86083
KARNATAKA,Sikkim,1615
KARNATAKA,Arunachal Pradesh,2300
KARNATAKA,Nagaland,1325
KARNATAKA,Manipur,4897
KARNATAKA,Mizoram,468
KARNATAKA,Tripura,1896
KARNATAKA,Meghalaya,1959
KARNATAKA,Assam,23651
KARNATAKA,West Bengal,67639
KARNATAKA,Jharkhand,21064
KARNATAKA,Odisha,64032
KARNATAKA,Chhattisgarh,7582
KARNATAKA,Madhya Pradesh,22610
KARNATAKA,Gujarat,38953
KARNATAKA,Daman & Diu,57
KARNATAKA,Dadra & Nagar Haveli,110
KARNATAKA,Maharashtra,586864
KARNATAKA,Andhra Pradesh,890697
KARNATAKA,Karnataka,0
KARNATAKA,Goa,22190
KARNATAKA,Lakshadweep,602
KARNATAKA,Kerala,334181
KARNATAKA,Tamil Nadu,736821
KARNATAKA,Puducherry,3222
KARNATAKA,Andaman & Nicobar Islands,1106
KARNATAKA,Afganistan,58
KARNATAKA,Bangladesh,4406
KARNATAKA,Bhutan,494
KARNATAKA,China,5717
KARNATAKA,Indonesia,81
KARNATAKA,Iran,361
KARNATAKA,Iraq,44
KARNATAKA,Japan,168
KARNATAKA,Kuwait,1285
KARNATAKA,Malaysia,565
KARNATAKA,Maldives,144
KARNATAKA,Mayanmar,235
KARNATAKA,Nepal,13899
KARNATAKA,Pakistan,1647
KARNATAKA,Saudi Arabia,2196
KARNATAKA,Singapore,571
KARNATAKA,Sri Lanka,3004
KARNATAKA,Turkey,6
KARNATAKA,United Arab Emirates,4117
KARNATAKA,Kazakstan,0
KARNATAKA,Vietnam,11
KARNATAKA,Countries in Europe,9455
KARNATAKA,France,114
KARNATAKA,Germany,304
KARNATAKA,Portugal,2
KARNATAKA,UK,969
KARNATAKA,Kenya,129
KARNATAKA,Mauritius,25
KARNATAKA,Nigeria,92
KARNATAKA,Uganda,46
KARNATAKA,Zambia,15
KARNATAKA,Canada,423
KARNATAKA,U.S.A.,7454
KARNATAKA,Australia,244
KARNATAKA,Fiji,4
GOA,Jammu & Kashmir,761
GOA,Himachal Pradesh,403
GOA,Punjab,797
GOA,Chandigarh,100
GOA,Uttarakhand,658
GOA,Haryana,953
GOA,NCT of Delhi,2503
GOA,Rajasthan,4830
GOA,Uttar Pradesh,20136
GOA,Bihar,8334
GOA,Sikkim,31
GOA,Arunachal Pradesh,22
GOA,Nagaland,91
GOA,Manipur,268
GOA,Mizoram,23
GOA,Tripura,33
GOA,Meghalaya,49
GOA,Assam,1502
GOA,West Bengal,5342
GOA,Jharkhand,3583
GOA,Odisha,4389
GOA,Chhattisgarh,916
GOA,Madhya Pradesh,2612
GOA,Gujarat,3720
GOA,Daman & Diu,287
GOA,Dadra & Nagar Haveli,27
GOA,Maharashtra,71943
GOA,Andhra Pradesh,5652
GOA,Karnataka,116865
GOA,Goa,0
GOA,Lakshadweep,20
GOA,Kerala,8218
GOA,Tamil Nadu,4239
GOA,Puducherry,59
GOA,Andaman & Nicobar Islands,323
GOA,Afganistan,10
GOA,Bangladesh,31
GOA,Bhutan,5
GOA,China,88
GOA,Indonesia,17
GOA,Iran,5
GOA,Iraq,4
GOA,Japan,4
GOA,Kuwait,1031
GOA,Malaysia,10
GOA,Maldives,7
GOA,Mayanmar,4
GOA,Nepal,1749
GOA,Pakistan,281
GOA,Saudi Arabia,123
GOA,Singapore,71
GOA,Sri Lanka,28
GOA,Turkey,1
GOA,United Arab Emirates,1059
GOA,Kazakstan,0
GOA,Vietnam,0
GOA,Countries in Europe,1702
GOA,France,21
GOA,Germany,69
GOA,Portugal,19
GOA,UK,325
GOA,Kenya,249
GOA,Mauritius,0
GOA,Nigeria,0
GOA,Uganda,52
GOA,Zambia,6
GOA,Canada,21
GOA,U.S.A.,125
GOA,Australia,19
GOA,Fiji,0
LAKSHADWEEP,Jammu & Kashmir,6
LAKSHADWEEP,Himachal Pradesh,0
LAKSHADWEEP,Punjab,6
LAKSHADWEEP,Chandigarh,1
LAKSHADWEEP,Uttarakhand,2
LAKSHADWEEP,Haryana,5
LAKSHADWEEP,NCT of Delhi,26
LAKSHADWEEP,Rajasthan,8
LAKSHADWEEP,Uttar Pradesh,11
LAKSHADWEEP,Bihar,12
LAKSHADWEEP,Sikkim,0
LAKSHADWEEP,Arunachal Pradesh,4
LAKSHADWEEP,Nagaland,0
LAKSHADWEEP,Manipur,0
LAKSHADWEEP,Mizoram,1
LAKSHADWEEP,Tripura,2
LAKSHADWEEP,Meghalaya,1
LAKSHADWEEP,Assam,5
LAKSHADWEEP,West Bengal,121
LAKSHADWEEP,Jharkhand,1
LAKSHADWEEP,Odisha,23
LAKSHADWEEP,Chhattisgarh,2
LAKSHADWEEP,Madhya Pradesh,23
LAKSHADWEEP,Gujarat,56
LAKSHADWEEP,Daman & Diu,87
LAKSHADWEEP,Dadra & Nagar Haveli,119
LAKSHADWEEP,Maharashtra,563
LAKSHADWEEP,Andhra Pradesh,47
LAKSHADWEEP,Karnataka,137
LAKSHADWEEP,Goa,6
LAKSHADWEEP,Lakshadweep,0
LAKSHADWEEP,Kerala,4379
LAKSHADWEEP,Tamil Nadu,380
LAKSHADWEEP,Puducherry,4
LAKSHADWEEP,Andaman & Nicobar Islands,39
LAKSHADWEEP,Afganistan,0
LAKSHADWEEP,Bangladesh,0
LAKSHADWEEP,Bhutan,0
LAKSHADWEEP,China,0
LAKSHADWEEP,Indonesia,0
LAKSHADWEEP,Iran,0
LAKSHADWEEP,Iraq,0
LAKSHADWEEP,Japan,0
LAKSHADWEEP,Kuwait,0
LAKSHADWEEP,Malaysia,4
LAKSHADWEEP,Maldives,1
LAKSHADWEEP,Mayanmar,0
LAKSHADWEEP,Nepal,0
LAKSHADWEEP,Pakistan,15
LAKSHADWEEP,Saudi Arabia,7
LAKSHADWEEP,Singapore,1
LAKSHADWEEP,Sri Lanka,10
LAKSHADWEEP,Turkey,0
LAKSHADWEEP,United Arab Emirates,0
LAKSHADWEEP,Kazakstan,0
LAKSHADWEEP,Vietnam,0
LAKSHADWEEP,Countries in Europe,1
LAKSHADWEEP,France,0
LAKSHADWEEP,Germany,0
LAKSHADWEEP,Portugal,0
LAKSHADWEEP,UK,0
LAKSHADWEEP,Kenya,0
LAKSHADWEEP,Mauritius,0
LAKSHADWEEP,Nigeria,0
LAKSHADWEEP,Uganda,0
LAKSHADWEEP,Zambia,0
LAKSHADWEEP,Canada,0
LAKSHADWEEP,U.S.A.,0
LAKSHADWEEP,Australia,0
LAKSHADWEEP,Fiji,0
KERALA,Jammu & Kashmir,4293
KERALA,Himachal Pradesh,743
KERALA,Punjab,3402
KERALA,Chandigarh,423
KERALA,Uttarakhand,790
KERALA,Haryana,2228
KERALA,NCT of Delhi,15303
KERALA,Rajasthan,8893
KERALA,Uttar Pradesh,12203
KERALA,Bihar,9904
KERALA,Sikkim,196
KERALA,Arunachal Pradesh,738
KERALA,Nagaland,1104
KERALA,Manipur,608
KERALA,Mizoram,156
KERALA,Tripura,232
KERALA,Meghalaya,410
KERALA,Assam,8469
KERALA,West Bengal,30470
KERALA,Jharkhand,3109
KERALA,Odisha,12223
KERALA,Chhattisgarh,2563
KERALA,Madhya Pradesh,8345
KERALA,Gujarat,10443
KERALA,Daman & Diu,38
KERALA,Dadra & Nagar Haveli,27
KERALA,Maharashtra,47464
KERALA,Andhra Pradesh,19228
KERALA,Karnataka,110833
KERALA,Goa,2557
KERALA,Lakshadweep,2026
KERALA,Kerala,0
KERALA,Tamil Nadu,311347
KERALA,Puducherry,21352
KERALA,Andaman & Nicobar Islands,2303
KERALA,Afganistan,45
KERALA,Bangladesh,124
KERALA,Bhutan,138
KERALA,China,84
KERALA,Indonesia,58
KERALA,Iran,54
KERALA,Iraq,50
KERALA,Japan,41
KERALA,Kuwait,6474
KERALA,Malaysia,1147
KERALA,Maldives,433
KERALA,Mayanmar,135
KERALA,Nepal,2439
KERALA,Pakistan,1022
KERALA,Saudi Arabia,23307
KERALA,Singapore,1100
KERALA,Sri Lanka,3852
KERALA,Turkey,1
KERALA,United Arab Emirates,42737
KERALA,Kazakstan,12
KERALA,Vietnam,7
KERALA,Countries in Europe,4737
KERALA,France,48
KERALA,Germany,421
KERALA,Portugal,3
KERALA,UK,1044
KERALA,Kenya,84
KERALA,Mauritius,16
KERALA,Nigeria,211
KERALA,Uganda,23
KERALA,Zambia,28
KERALA,Canada,147
KERALA,U.S.A.,1689
KERALA,Australia,219
KERALA,Fiji,4
TAMIL NADU,Jammu & Kashmir,7221
TAMIL NADU,Himachal Pradesh,898
TAMIL NADU,Punjab,6082
TAMIL NADU,Chandigarh,922
TAMIL NADU,Uttarakhand,1040
TAMIL NADU,Haryana,5172
TAMIL NADU,NCT of Delhi,12139
TAMIL NADU,Rajasthan,88474
TAMIL NADU,Uttar Pradesh,27985
TAMIL NADU,Bihar,29277
TAMIL NADU,Sikkim,231
TAMIL NADU,Arunachal Pradesh,481
TAMIL NADU,Nagaland,558
TAMIL NADU,Manipur,1595
TAMIL NADU,Mizoram,207
TAMIL NADU,Tripura,374
TAMIL NADU,Meghalaya,567
TAMIL NADU,Assam,7860
TAMIL NADU,West Bengal,28829
TAMIL NADU,Jharkhand,7581
TAMIL NADU,Odisha,22863
TAMIL NADU,Chhattisgarh,2174
TAMIL NADU,Madhya Pradesh,10917
TAMIL NADU,Gujarat,21024
TAMIL NADU,Daman & Diu,38
TAMIL NADU,Dadra & Nagar Haveli,318
TAMIL NADU,Maharashtra,82197
TAMIL NADU,Andhra Pradesh,286427
TAMIL NADU,Karnataka,289302
TAMIL NADU,Goa,1689
TAMIL NADU,Lakshadweep,81
TAMIL NADU,Kerala,447701
TAMIL NADU,Tamil Nadu,0
TAMIL NADU,Puducherry,252312
TAMIL NADU,Andaman & Nicobar Islands,6235
TAMIL NADU,Afganistan,8
TAMIL NADU,Bangladesh,358
TAMIL NADU,Bhutan,145
TAMIL NADU,China,640
TAMIL NADU,Indonesia,174
TAMIL NADU,Iran,32
TAMIL NADU,Iraq,19
TAMIL NADU,Japan,150
TAMIL NADU,Kuwait,1492
TAMIL NADU,Malaysia,7898
TAMIL NADU,Maldives,166
TAMIL NADU,Mayanmar,13571
TAMIL NADU,Nepal,6557
TAMIL NADU,Pakistan,2065
TAMIL NADU,Saudi Arabia,3699
TAMIL NADU,Singapore,5436
TAMIL NADU,Sri Lanka,114635
TAMIL NADU,Turkey,4
TAMIL NADU,United Arab Emirates,7057
TAMIL NADU,Kazakstan,0
TAMIL NADU,Vietnam,61
TAMIL NADU,Countries in Europe,5022
TAMIL NADU,France,203
TAMIL NADU,Germany,281
TAMIL NADU,Portugal,1
TAMIL NADU,UK,1045
TAMIL NADU,Kenya,66
TAMIL NADU,Mauritius,20
TAMIL NADU,Nigeria,85
TAMIL NADU,Uganda,19
TAMIL NADU,Zambia,6
TAMIL NADU,Canada,325
TAMIL NADU,U.S.A.,6502
TAMIL NADU,Australia,372
TAMIL NADU,Fiji,3
PUDUCHERRY,Jammu & Kashmir,163
PUDUCHERRY,Himachal Pradesh,36
PUDUCHERRY,Punjab,169
PUDUCHERRY,Chandigarh,30
PUDUCHERRY,Uttarakhand,51
PUDUCHERRY,Haryana,130
PUDUCHERRY,NCT of Delhi,802
PUDUCHERRY,Rajasthan,1267
PUDUCHERRY,Uttar Pradesh,907
PUDUCHERRY,Bihar,680
PUDUCHERRY,Sikkim,22
PUDUCHERRY,Arunachal Pradesh,19
PUDUCHERRY,Nagaland,14
PUDUCHERRY,Manipur,36
PUDUCHERRY,Mizoram,1
PUDUCHERRY,Tripura,33
PUDUCHERRY,Meghalaya,23
PUDUCHERRY,Assam,283
PUDUCHERRY,West Bengal,1202
PUDUCHERRY,Jharkhand,123
PUDUCHERRY,Odisha,1753
PUDUCHERRY,Chhattisgarh,28
PUDUCHERRY,Madhya Pradesh,253
PUDUCHERRY,Gujarat,2102
PUDUCHERRY,Daman & Diu,5
PUDUCHERRY,Dadra & Nagar Haveli,0
PUDUCHERRY,Maharashtra,2037
PUDUCHERRY,Andhra Pradesh,32330
PUDUCHERRY,Karnataka,2978
PUDUCHERRY,Goa,91
PUDUCHERRY,Lakshadweep,8
PUDUCHERRY,Kerala,21345
PUDUCHERRY,Tamil Nadu,270900
PUDUCHERRY,Puducherry,0
PUDUCHERRY,Andaman & Nicobar Islands,146
PUDUCHERRY,Afganistan,0
PUDUCHERRY,Bangladesh,58
PUDUCHERRY,Bhutan,4
PUDUCHERRY,China,26
PUDUCHERRY,Indonesia,33
PUDUCHERRY,Iran,2
PUDUCHERRY,Iraq,1
PUDUCHERRY,Japan,1
PUDUCHERRY,Kuwait,106
PUDUCHERRY,Malaysia,180
PUDUCHERRY,Maldives,1
PUDUCHERRY,Mayanmar,83
PUDUCHERRY,Nepal,378
PUDUCHERRY,Pakistan,849
PUDUCHERRY,Saudi Arabia,192
PUDUCHERRY,Singapore,199
PUDUCHERRY,Sri Lanka,198
